119.75,501.875
163.16666666666666,502.1666666666667
191.16666666666666,496.1666666666667
246.92857142857142,491.2142857142857
214.7,487.
239.65384615384616,470.7307692307692
148.38888888888889,460.8333333333333
269.1666666666667,454.3333333333333
250.8,446.5
123.375,443.625
442.1,432.3
216.,430.5
196.61111111111111,428.8333333333333
365.6666666666667,427.33333333333337
327.5,408.
585.,405.625
348.,394.66666666666663
125.5,394.
140.25,389.5
430.25,389.75
299.375,376.375
322.6666666666667,371.66666666666663
140.9,364.3
448.1,362.6
311.625,344.75
194.5,341.2142857142857
244.,342.
81.,340.5
216.5,338.2142857142857
301.5,335.33333333333337
77.21428571428571,325.5
202.5,316.75
435.64285714285717,314.07142857142856
463.,299.625
590.8333333333334,294.6111111111111
127.625,294.25
196.64285714285714,294.2142857142857
516.5,285.
151.80769230769232,283.11538461538464
180.64285714285714,281.7857142857143
134.375,279.375
304.9,272.9
189.5,268.3333333333333
368.5,256.75
317.25,255.75
229.6,245.89999999999998
388.625,240.125
367.375,233.625
214.83333333333334,228.16666666666669
301.3333333333333,224.33333333333331
84.,224.
202.78571428571428,220.92857142857144
264.7,213.89999999999998
285.7857142857143,212.5
245.125,200.25
331.6666666666667,200.66666666666669
360.7,163.10000000000002
126.83333333333333,150.16666666666669
419.1,130.3
396.25,123.25
142.9,39.700000000000045
